CESAR
FECHA,DESCRIPCION,CANTIDAD,V. UNITARIO,TOTAL
2013-11-20;COMPRA DE SIM;600;-1500;-900000
2013-11-27;COMPRA DE SIM;200;-1500;-300000
2013-12-03;COMPRA DE SIM;200;-1500;-300000
2014-01-07;COMPRA DE SIM;200;-1500;-300000
2014-01-13;COMPRA DE SIM;2500;-2000;-5000000
2014-02-04;comisiones del mes de diciembre;1;146790;146790
2014-02-07;COMPRA DE SIM;400;-1500;-600000
2014-02-10;COMPRA DE SIM;3000;-1500;-4500000
2014-02-10; compra de tiquete ;1;-180000;-180000
2014-02-10;anticipo cesar viaje;1;-70000;-70000
2014-02-11; PRESTAMO ANTICIPO DE SIM CARD el prestamo era de 2,500,000 se cruza con las comsione del mes de enero por valor de 2,183,682 la diferencia es la deuda ;1;-316318;-316318
2014-02-17;;1;-55200;-55200
2014-02-17; PRESTAMO MULTA APT ;1;-1800000;-1800000
2014-02-19;COMPRA DE SIM;1500;-1500;-2250000
2014-02-24;COMPRA DE SIM;2000;-1500;-3000000
2014-03-03;COMPRA DE SIM;2000;-1500;-3000000
2014-03-05; comisiones del mes de enero ;1;347603;347603
2014-03-11;COMPRA DE SIM;400;-1500;-600000
2014-03-17;COMPRA DE SIM;800;-1500;-1200000
2014-03-18;COMPRA DE SIM;900;-1500;-1350000
2014-03-19;COMPRA DE SIM;1000;-1500;-1500000
2014-04-01;comisiones del mes de febrero;1;1058810;1058810
2014-05-01; comisiones del mes de marzo ;1;1510100;1510100
2014-06-01;comisiones mes de abril;1;2494000;2494000
2014-07-01; comisiones mayo ;1;3459290;3459290
2014-07-01;;1;-30000000;-30000000
2014-07-01;COMPRA DEL NEGOCIO LOCAL 1-58;1;3459290;3459290
2014-08-01;COMSIONES JUNIO:;1;3545484;3545484
2014-08-01; COMSIONES JUNIO: ;1;3545484;3545484
2014-09-01; julio ;1;3682320;3682320
2014-09-01; julio ;1;3682320;3682320
2014-10-01;AGOSTO;1;3561203;3561203
2014-10-01;AGOSTO;1;3561203;3561203
2014-11-01; COMISIONES SEPTIEMBRE ;1;2752395;2752395
2014-11-01; COMISIONES SEPTIEMBRE ;1;2752395;2752395
2014-11-18;COMPRA DE SIM;2000;-2000;-4000000
2014-12-06;comisiones de octubre, pagas en diciembre;1;4688455;4688455
2014-12-12;COMPRA DE SIM;500;-2000;-1000000
2014-12-12;COMPRA DE SIM;1500;-2000;-3000000
2014-12-19;COMPRA DE SIM;50;-2000;-100000
2014-12-29;COMPRA DE SIM;72;-2000;-144000
2015-01-06; comisiones de NOVIEMBRE, pagas en ENERO ;1;3507513;3507513
2015-01-06;COMPRA DE SIM;500;-2000;-1000000
2015-02-06; comisiones de DICIEMBRE, paga en FEBRERO 06 DEL 2015 ;1;3727612;3727612
2015-02-25;COMPRA DE SIM;400;-2000;-800000
2015-03-02;COMPRA DE SIM;200;-2000;-400000
2015-03-06; comisiones de ENERO, pagas en MARZO 06 DEL 2015 ;1;3080155;3080155
2015-03-06;COMPRA DE SIM;100;-2000;-200000
2015-04-06;comisiones de FEBRERO, pagas en ABRIL 06 DEL 2015;1;2804015;2804015
2015-04-06; PAGO ENTIERRO DE ORLANDO ;1;-125000;-125000
2015-04-15;COMPRA DE SIM;500;-2000;-1000000
2015-04-22;COMPRA DE SIM;3000;-2000;-6000000
2015-05-06;comisiones de MARZO, pagas en MAYO 06 DEL 2015;1;3083747;3083747
2015-05-06;COMPRA DE SIM;100;-2000;-200000
2015-05-06;PAGO DE RETENCION DE ENERO - MAYO  DEL 2015;1;-161800;-161800
2015-05-10;COMPRA DE SIM;4000;-2000;-8000000
2015-05-20;COMPRA DE SIM;500;-2500;-1250000
2015-05-23;COMPRA DE SIM;2000;-2500;-5000000
2015-06-04;comisiones de ABRIL, pagas en JUNIO 06 DEL 2015;1;2531045;2531045
2015-06-06; PAGO DE RETENCION DE JUNIO DEL 2015 ;1;-25300;-25300
2015-06-22;COMPRA DE SIM;1000;-2500;-2500000
2015-07-02; COBRO DE 3 SIM DE PLANES LIBRES ;1;-7500;-7500
2015-07-06; comisiones de MAYO, pagas en JULIO 06 DEL 2015 ;1;3474553;3474553
2015-07-06;PAGO DE RETENCION DE JULIO DEL 2015;1;-34750;-34750
2015-07-18;COMPRA DE SIM;1000;-2500;-2500000
2015-07-21; se le entrega en efectivo a hilda ;1;-950000;-950000
2015-08-05; se le entrega en efectivo a hilda ;1;-1653000;-1653000
2015-08-06;comisiones de JUNIO, pagas en AGOSTO 06 DEL 2015;1;5155842;5155842
2015-08-28;COMPRA DE SIM;500;-2500;-1250000
2015-09-03;COMPRA DE SIM;1000;-2500;-2500000
2015-09-06; comisiones de JULIO, pagas en SEPTIEMBRE 06 DEL 2015 ;1;6715527;6715527
2015-09-07;PAGO DEUDA DE ORLANDO;1;125000;125000
2015-09-09; se le entrega en efectivo a CESAR ;1;-3386865;-3386865
2015-09-16; COMPRA DE SIM PLANES LIBRRES  ;150;-2500;-375000
2015-10-02; comisiones de AGOSTO, pagas en OCTUBRE 06 DEL 2015 ;1;6953400;6953400
2015-10-05; se le entrega UN MILLON en efectivo a CESAR y el resto en cheque ;1;-3476400;-3476400
2015-10-15; RETE-ICA DE 4.14X1000%  SOBRE EL TOTAL A LA FECHA DE $35.425.371 ;1;-146661;-146661
2015-11-03; ARRIENDO DE ESTRID SEGUN LO ACORDADO CUOTA 1/4;1;-105000;-105000
2015-11-05; SE PAGA CON CHEQUE DE BANCOLOMBIA NUMERO AC618357 ;1;-3350000;-3350000
2015-11-06; comisiones de SEPTIEMBRE, pagas en NOVIEMBRE DEL 2015 ;1;6727322;6727322
2015-11-06; 2 - GORRAS ;1;-16000;-16000
2015-11-06; 3 CAMISETAS ;1;-45000;-45000
2015-11-06; 1 CHAQUETA ;1;-45000;-45000
2015-11-06; 2 CARNETS ;1;-14000;-14000
2015-11-09; COMPRA DE SIM PREPAGO ;500;-2500;-1250000
2015-11-13; CELULAR YEZZ ANDY 356539060046742 --3184076952 ;1;-245500;-245500
2015-12-01;Modem USB movistar 3g;1;-20000;-20000
2015-12-01; TELEFONO BLUU ;1;-40000;-40000
2015-12-01; 1 CAMISETA 1/2 LA OTRA MEDIA DE LAURA ;1;-23000;-23000
2015-12-02; COMPRA DE SIM PREPAGO ;500;-2500;-1250000
2015-12-03; comisiones de OCTUBRE, pagas en DICIEMBRE DEL 2015 ;1;7194909;7194909
2015-12-03; ARRIENDO DE ESTRID SEGUN LO ACORDADO CUOTA 2/4;1;-105000;-105000
2015-12-03; SE PAGA CON CHEQUE DE BANCOLOMBIA NUMERO ;1;-3500000;-3500000
2015-12-03; COMPRA DE SIM PLANES LIBRRES NOVIEMBRE ;239;-2500;-597500
2015-12-03; COBRO DE LAS ACTIVACIONES DE LIBRE A $300 CADA UNA ;1;-71700;-71700
2015-12-03; PAGO DE SALUD (113600+39700) ;1;-153300;-153300
2015-12-18;COMPRA DE TABLET;1;-200000;-200000
2015-12-19;DESAYUNO DESPEDIDA EMPLEADOS ZONA BOSA;1;-84000;-84000
2015-12-24;COMPRA DE 500 SIM;500;-2500;-1250000
2016-01-04;COMISIONES  NOVIEMBRE APLICADAS EN ENERO 2016;1;6894280;6894280
2016-01-04; ARRIENDO DE ESTRID SEGUN LO ACORDADO CUOTA 3/4;1;-105000;-105000
2016-01-04;PAGO EN EFECTIVO ;1;-1500000;-1500000
2016-01-05;SIM LIBRES CON LAS QUE ARRANCARON EL VIAJE;201;-2500;-502500
2016-01-05;PAGO PARAFISCALES BOSA;1;-317420;-317420
2016-01-05;TRANSFERENCIA A LA CUENTA BANCOLOMBIA HILDA;1;-300000;-300000
2016-01-05;ALCATEL PIXI;1;-135500;-135500
2016-01-05;ALCATEL 3075;1;-90000;-90000
2016-01-05;PAGO POR ACTIVACION DE LIBRES A 300;201;-300;-60300
2016-01-07;SIM PREPAGO LIBRE ENVIADAS A SAN GIL;118;-2500;-295000
2016-01-07;PAGO POR ACTIVACION LIBRES ENVIADAS A SANGIL;118;-300;-35400
2016-01-14;1 CANGURO PARA ANDRES ZONA BOSA;1;-14000;-14000
2016-01-15;TRANSFERENCIA A LA CUENTA BANCOLOMBIA  ISABEL;1;-300000;-300000
2016-01-18;PAGO POR ACTIVACION SIM LIBRE POR TERCEROS;367;-300;-110100
2016-01-18;COMPRA DE SIM PLANES LIBRES;367;-2500;-917500
2016-01-21;TRANSFERENCIA A LA CUENTA BANCOLOMBIA ISABEL;1;-300000;-300000
2016-01-22;COBRO POR ACTIVACION DE SIM LIBRE;40;-300;-12000
2016-01-22;COMPRA DE SIM LIBRE PARA ISABEL;40;-2500;-100000
2016-01-25;ACTIVACION LIBRES POR TERCEROS;157;-300;-47100
2016-01-25;COMPRA DE LIBRES MANDADAS A BARRANQUILLA;157;-2500;-392500
2016-01-26;ENTREGA EN EFECTIVO A ISABEL EN LA OFICINA;1;-300000;-300000
2016-01-27;1 - CANGURO Y 1 - GORRA  ANGELA BOSA;1;-23000;-23000
2016-01-28;COMPRA DE SIM PREPAGO PACK;500;-2500;-1250000
2016-01-29;TRANSFERENCIA A LA CUENTA DE ISABEL BANCOLOMBIA EN LA TARDE ;1;-300000;-300000
2016-02-01;PAGO EN EFECTIVO A ISABEL PARA NOMINA DE ANDRES;1;-600000;-600000
2016-02-01;PAGO CUOTA ARRIENDO DE ESTRID 4/4;1;-105000;-105000
2016-02-01;UN HUAWEY Y330 PARA ANDRES;1;-182000;-182000
2016-02-01;PARAFISCALES BOSA DE ENERO DEL 2016;1;-115620;-115620
2016-02-01;COMISIONES  DICIEMBRE APLICADAS EN FEBRERO 2016;1;7129035;7129035
2016-02-03;2 maletas movistar;2;-36000;-72000
2016-02-04;TRANSFERENCIA A LA CUENTA DE ISABEL EN BANCOLOMBIA;1;-300000;-300000
2016-02-05;COMPRA DE SIM PREPAGO PACK;500;-2500;-1250000
2016-02-05;SE TRASLADA DESDE ENRIQUE Y SE APLICA COBRO;45;-2500;-112500
2016-02-08;SE TRANSFIERE A LA CUENTA DE ISABEL;1;-300000;-300000
2016-02-10;TRANSFERENCIA A LA CUENTA DE ISABEL;1;-1500000;-1500000
2016-02-12;COMPRA SIM PACK PREPAGO ;500;-2500;-1250000
2016-02-12;MALETA MOVISTAR MONICA;1;-35000;-35000
2016-02-15;1 MALETA Y 3 GORRAS;1;-65000;-65000
2016-02-16;CELULAR MOTO G;1;-200000;-200000
2016-02-16;COMPRA DE SIM PACK PREPAGO, EMPAQUETADAS Y LISTAS PARA ASIGNAR EN MOVILBOX;500;-2500;-1250000
2016-02-20;COMPRA DE SIM PACK PREPAGO ENTREGADAS A ISABEL;1000;-2500;-2500000
2016-02-24;SIM LIBRES TRASLADADAS DE WILLIAM PERIFERIA;7;-2500;-17500
2016-02-27;PAGO DE SEGUNDA QUINCENA FEBRERO;1;-1254300;-1254300
2016-03-01;COMPRA DE SIM PACK PREPAGO ENTREGADAS A ISABEL PARA QUE LAS EMPAQUETE EN MOVILBOX;1000;-2500;-2500000
2016-03-02;COBRO POR LA ACTIVACION DE SIM PLANES LIBRES;300;-300;-90000
2016-03-02;ULTIMA COLABORACION A ESTRID PARA ENTREGA APARTAMENTO;1;-105000;-105000
2016-03-02;COMPRA DE SIM PLANES LIBRES;300;-2500;-750000
2016-03-03;PAGO DE PARAFISCALES DE BOSA;1;-407400;-407400
2016-03-03;COMISIONES  ENERO APLICADAS EN MARZO 2016;1;5776788;5776788
2016-03-10;TRASLADO DE LIBRES QUE LE PASARON A PERIFERIA Y LE ENTREGARON A WILLIAN;21;2500;52500
2016-03-10;COMPRA DE SIM PACK PREPAGO ENTREGADAS A ISABEL EN LA NOCHE;500;-2500;-1250000
2016-03-15;PAGO QUINCENA BOSA -- SON 100 DE JESSICA Y 134569 DE ANGELICA Y ELIANA 280428 + 2566 DE ANGELA Y LIQUIDACIONES DE MONICA Y ANGELA;1;-988300;-988300
2016-03-15;ABONO POR DOTACION DE ELIANA;1;342500;342500
2016-03-15;ABONO POR DOTACION DE JESSICA;1;263000;263000
2016-03-16;DEVOLUCION DE SIM PACK PREPAGO;850;2500;2125000
2016-03-16;DEVOLUCION DE SIM PACK  DE MONICA;100;2500;250000
2016-03-17;PUBLICIDAD DE LIBRES -- SON 4000 VOLANTES;1;-92000;-92000
2016-03-30;SE  ENTREGAN A CESAR PARA APERTURA CUENTA BANCOLOMBIA;1;-100000;-100000
2016-03-31;SIM LIBRES;11;-2500;-27500
2016-04-01;TRANSFERENCIA REALIZADA A LA CUENTA DE BANCOLOMBIA;1;-3000000;-3000000
2016-04-01;PAGO A LOS CLIENTES DE LAS COMISIONES DE LAS SIM SEMBRADAS DEL MES DE FEBRERO DEL 2016;1;-257651;-257651
2016-04-05;COMISIONES  FEBRERO APLICADAS EN ABRIL 2016;1;6577303;6577303
2016-04-05;COMPRA DE SIM PLANES LIBRES;711;-2500;-1777500
2016-04-05;PAGO POR LA ACTIVACION DE SIM PLANES LIBRES;711;-300;-213300
2016-04-12;PARAFISCALES DE BOSA DE LOS DIAS DE MARZO;1;-322133;-322133
2016-04-14;PAGO A LOS CLIENTES DE LAS COMISIONES DE LAS SIM SEMBRADAS DEL MES DE ENERO DEL 2016;1;-84306;-84306
2016-04-21;PAGO ARREGLO DE FLORES ENVIADO A LAURA SE DIVIDIO  ENTRE 4 Y MIS PAPAS DAN 15 MIL;1;-25000;-25000
2016-04-29;SIM LIBRES ACTIVAS CON DOÑA ROSA;254;-2500;-635000
2016-04-29;COBRO POR ACTIVACION DE SIM LIBRES ACTIVAS CON DOÑA ROSA;254;-300;-76200
2016-05-02;COMISIONES MARZO APLICADAS EN MAYO 2016;1;7397927;7397927
2016-05-02;CONSIGNACION POR VENTANILLA BANCOLOMBIA EXITO;1;-3000000;-3000000
2016-05-10;SIM PLANES LIBRES DE CONTRATO JANETH;803;-2500;-2007500
2016-05-10;ACTIVACION DE SIM PLANES LIBRES DE CONTRATO JANETH;803;-300;-240900
2016-05-14;LOS NUEVOS VOLANTES $88.000 DE LOS 4000;1;-88000;-88000
2016-05-24;SIM PLANES LIBRES --ESTAS SE REALIZA ENVIO;495;-2500;-1237500
2016-05-24;ACTIVACION - SIM PLANES LIBRES --ESTAS SE REALIZA ENVIO;495;-300;-148500
2016-05-27;COMISIONES MARZO DE CLIENTES PREPAGO ZONA ENTREGADA;1;-299797;-299797
2016-05-31;ACTIVACION - SIM LIBRES ACTIVAS CON JANETH;185;-300;-55500
2016-05-31;SIM LIBRES ACTIVAS CON JANETH;185;-2500;-462500
2016-06-01;COMISIONES ABRIL APLICADAS EN JUNIO 2016;1;8369389;8369389
2016-06-01;CONSIGNACION EN BANCOLOMBIA;1;-3000000;-3000000
2016-06-03;SIM LIBRES PEDIDO DEL CONTRATO DE MARILUZ RODRIGUEZ;430;-2500;-1075000
2016-06-03;ACTIVACION -- SIM LIBRES PEDIDO DEL CONTRATO DE MARILUZ RODRIGUEZ;430;-300;-129000
2016-06-08;COMPRA  TIQUETES -- BARRANQUILLA A BOGOTA;1;-60000;-60000
2016-06-13;SIM LIBRES ENTREGADAS EN BOGOTA A ISABEL;250;-2500;-625000
2016-06-13;ACTIVACION -- SIM LIBRES ENTREGADAS EN BOGOTA A ISABEL;250;-300;-75000
2016-06-14;PAGO A CLIENTES DE LAS COMISIONES DE SIM SEMBRADAS DEL MES DE ABRIL DEL 2016;1;-514512;-514512
2016-06-17;ACTIVACION -- SIM LIBRES ULTIMA ENTREGA DE JUNIO;210;-300;-63000
2016-06-17;SIM LIBRES ULTIMA ENTREGA DE JUNIO;210;-2500;-525000
2016-06-30;COMPRA DE TIQUETES A BARRANQUILLA A RECOGER EL CARRO;1;-80000;-80000
2016-07-03;PAGO DE DEUDA CON PAPA SE CRUZA PARA VIAJE PANAMA;1;-500000;-500000
2016-07-04;COMISIONES MAYO APLICADAS EN JULIO 2016;1;8151945;8151945
2016-07-04;TRANSFERENCIA POR CAJERO A CUENTA BANCOLOMBIA;1;-3000000;-3000000
2016-07-05;LIBRES ACTIVADAS EL 28 DE JUNIO DE MARILUZ;295;-2500;-737500
2016-07-05;ACTIVACION - LIBRES ACTIVADAS EL 28 DE JUNIO DE MARILUZ;295;-300;-88500
2016-07-12;PAGO A CLIENTES DE LAS COMISIONES DE SIM SEMBRADAS DEL MES DE MAYO DEL 2016;1;-576183;-576183
2016-07-18;PAGO EVENTO DE BODAS DE ORO;1;-564400;-564400
2016-07-22;AJUSTE POR BAJA DE PRECIO DE SIM LIBRE ULTIMOS MESES;1;1250000;1250000
2016-07-28;SIM LIBRES CONTRATO DE JANETH DEL 28 DE JULIO;230;-2000;-460000
2016-07-28;ACTIVACION - SIM LIBRES CONTRATO DE JANETH DEL 28 DE JULIO;230;-300;-69000
2016-08-01;CONSIGNACION EN BANCOLOMBIA;1;-3000000;-3000000
2016-08-01;COMISIONES JUNIO APLICADAS EN AGOSTO 2016;1;9348710;9348710
2016-08-09;LIBRES ASIGNADAS DE LAS DE LA OFICINA DE TODOS LOS PLANES;50;-2000;-100000
2016-08-09;ACTIVACION - LIBRES ASIGNADAS DE LAS DE LA OFICINA DE TODOS LOS PLANES;50;-300;-15000
2016-08-18;PAGO A CLIENTES DE LAS COMISIONES DE SIM SEMBRADAS DEL MES DE JUNIO DEL 2016;1;-510830;-510830
2016-08-19;SIM LIBRES DE JULIO 19 DEL 2016;184;-2000;-368000
2016-08-19;ACTIVACION - SIM LIBRES DE JULIO 19 DEL 2016;184;-300;-55200
2016-08-29;DINERO ENTREGADO A ISABEL;1;-200000;-200000
2016-09-02;COMISIONES JULIO APLICADAS EN SEPTIEMBRE 2016;1;11052931;11052931
2016-09-02;CONSIGNACION EN CUENTA BANCOLOMBIA POR VENTANILLA;1;-3000000;-3000000
2016-09-15;SIM LIBRES CON ACTIVACION;200;-2300;-460000
2016-09-20;6500 MENSAJES ENVIADOS A LAS LIBRES;1;-15000;-15000
2016-09-22;PAGO A CLIENTES DE LAS COMISIONES DE SIM SEMBRADAS DEL MES DE JULIO DEL 2016;1;-556062;-556062
2016-09-22;LIBRES ENTREGADAS DE LA OFICINA;36;-2300;-82800
2016-09-23;DINERO PARA EL CARRO DE CESAR;1;-200000;-200000
2016-09-28;SIM PLANES LIBRES CON VALOR ACTIVACION DEL CONTRATO DE YAKELIN MORENO;472;-2300;-1085600
2016-10-01;TIQUETES A LETICIA;1;-230000;-230000
2016-10-03;PUBLICIDAD DE LIBRE;4000;-22;-88000
2016-10-03;COMISIONES AGOSTO APLICADAS EN OCTUBRE DEL 2016;1;9730063;9730063
2016-10-03;SIM DE DATOS CODIGO P5;11;-5000;-55000
2016-10-04;CONSIGNACION EN CUENTA BANCOLOMBIA POR VENTANILLA;1;-3000000;-3000000
2016-10-06;SIM LIBRE CONTRATO DE JANETH;200;-2300;-460000
2016-10-28;PAGO A CLIENTES DE LAS COMISIONES DE SIM SEMBRADAS DEL MES DE AGOSTO Y SEPTIEMBRE DEL 2016;1;-861041;-861041
2016-11-03;COMISIONES SEPTIEMBRE APLICADAS EN NOVIEMBRE DEL 2016;1;9058270;9058270
2016-11-03;CONSIGNACION EN CUENTA BANCOLOMBIA POR VENTANILLA;1;-7000000;-7000000
2016-11-16;SIM Y ACTIVACION PLANES LIBES CONTRATO JANETH;315;-2300;-724500
2016-11-20;MENSAJES A TODAS LAS LÍNEAS DE LIBRE PARA AVISAR QUE ES POR SEGUNDOS;1;-13000;-13000
2016-11-26;LIBRES DEL CONTRATO DE YAKELIN NOV 25 DEL 2016;210;-2300;-483000
2016-11-26;PUBLICIDAD MOVISTAR LIBRE;1;-66000;-66000
2016-12-03;COMISIONES OCTUBRE APLICADAS EN DICIEMBRE DEL 2016;1;7100847;7100847
2016-12-03;TRANSFERENCIA POR CAJERO BANCOLOMBIA;1;-3500000;-3500000
2016-12-04;TRANSFERENCIA POR CAJERO BANCOLOMBIA;1;-2000000;-2000000
2016-12-07;SIM PLANES LIBRES CONTRATO JANETH DEL 05 DE DICIEMBRE;380;-2300;-874000
2016-12-19;SIM LIBRES ENTREGADAS DE LA OFICINA;85;-2300;-195500
